AREA,BED,BATH,BUILT,DESCRIPTION,LOTSIZE,PRICE
4991.0,4.0,5.0,2000.0,"This custom home is located on a level, 1.54 acre lot with in-ground pool, and borders the 2nd hole of Crestbrook Golf Club! If you love to entertain, look no further.  This home was built with every attention to detail. Enter into a two story foyer with curved staircase. To your left you will find the front to back Living Room with a wood burning fireplace and to your right a spacious Dining room with a butlers pantry. Walk straight ahead and enter the 2 story Family room with floor to ceiling glass overlooking the fabulous back yard and pool. The Family room has a wall of cabinetry to house your tv and entertainment components and surround sound. On another wall you will find a wet bar with a wine cooler. A gas fireplace is open to both the kitchen and family room.  Down a hallway off the family room you will enter a light filled office with an adjacent bathroom. A hallway off of the Kitchen will lead you to a laundry room (one of two) a full bath, a second staircase to the bedroom level, and the entrance to the 3 car garage. On the second level there are 4 bedrooms off of the expanded hallway. Enter the Master Bedroom Suite though double doors to find a gracious bedroom with cove ceiling and recessed lighting, two walk-in closets and a large bath with 2 separate vanities, a jetted tub and walk-in shower,",1.5399880576,674900.0
3172.0,5.0,3.0,1977.0,"Rare Find!!  Multi generational living with this 3 bedroom, 7 ROOM  Colonial , 2 bath, 2 car garage.  PLUS!!  Attached 5 room ranch with 2 bedrooms, living room, dining room and full kitchen, front ramped, accessory apartment.  Main house with new kitchen , baths, flooring, doors, trim and paint, and appliances.  Also 3 season sunroom leading to fenced in backyard and pergola on over 1/2 plus level acre.  JUST MOVE RIGHT IN to this home located in a quiet east end neighborhood!! **Watch the Virtual Tour and Virtual Walk Through for more views of this exceptional home**",0.6899895808000001,389500.0
952.0,3.0,2.0,1940.0,"Welcome to 96 Sutton Drive. This pristine beautifully updated ranch-style home is located in the sought-out Glenbrook Neighborhood. This beautiful 3 Bedroom, 2 Bathroom home will have you feeling right at home the moment you set foot inside. You'll be wowed by the beautifully finished wood floors, amazing crown molding, generous open living/dining area, automatic shades on the windows, and the attention to detail! Not to mention, this home includes plenty of natural light as well. Looking for something to do this summer? Why not spend some time in your new backyard barbecuing while you entertain? Backyard includes an above-ground pool, play area, tire swing, and plenty of room to relax! Located just minutes from shops and restaurants in Downtown Stamford and surrounding areas. Just a quick ridge to get to i95, without the noise of the highway! If this isn't enough, here are a few more perks: New Driveway, New Roof (10 months old!), House just painted, a new walkway in back, great layout. The only thing for you to do is move in and enjoy your new place!",0.16999510399999998,500000.0
3366.0,4.0,4.0,2003.0,"Expansive Cape Cod home located on 2.36 acres of a private lightly wooded lot.  In 2016, the original home was expanded to include an oversized 3-car garage, mud room and finished living space over the garage.  Cedar Impression siding as well as a new roof was also installed at that time.  The main level includes the living room, kitchen with an eat-in area and sliders leading out to the 2-tier deck and private, fenced in backyard.  Down the hall is a full bath, two additional rooms which are currently being used as a den and office.  These rooms have versatility and can be used as a first-floor bedroom.  The mud room, with separate entrance, and access to the garage complete the main level.  The upper level includes the master bedroom, full bath, playroom, laundry room, 2 spacious bedrooms and a full bath.  The walkout lower level includes the recreation room, another finished room, and a half bath with a second laundry area. Additional features include an Irrigation system, Nest thermostat, Central AC on all three levels, a garden area, seasonal water views from the upper level, a chicken coop, oversized shed and exterior security system.",2.3599819968,470000.0
2042.0,4.0,3.0,1954.0,"Vintage charm abounds in this impeccably maintained home with great curb appeal. This is NOT your typical split as the living room, dining room, kitchen and expansive master bedroom, with en suite bath, are situated on the first floor. A sliding French door in the dining room, which is open to the kitchen, leads to a large deck with multiple spaces for relaxation and entertaining all summer long. Back inside, a mere 7 step-up from the living room, are 3 nicely sized bedrooms and a large hall bath with double sinks and a shower/tub. 7 steps down from the kitchen leads you to the family room with a 3rd full bath and access to the backyard and garage. But wait, there's more! Just steps down from the family room is a Rec room/laundry room with plenty of space for home gym and pool table. Keep on going and you'll find a ""man cave"" along with great storage space. Set on just over an acre in the desirable Hunt Club area, this home is extremely convenient to schools and shopping. And one last perk, if the lights go out, there's a full house generator to keep life humming along!",0.9999982079999999,809000.0
3580.0,4.0,4.0,2002.0,"Gorgeous Home at the end of a Quiet Subdivision & Convenient Location! Enjoy Beautiful Sunsets Overlooking Rolling Hills with the Western Facing Deck, Kitchen & Family Room! High Ceilings & Hardwood Floors Throughout the Home. Kitchen has Granite Countertops, Stainless Steel Appliances, Viking Gas CookTop & Jenn Air Double Ovens. The Fully Finished Walk Out Basement Allows for Tons More Livable Space. Two Car Attached Garage, Mud Area, Laundry Room, etc... This Home Has It All!",1.17997952,539900.0
5492.0,5.0,5.0,1968.0,"Immaculate and updated 5-bedroom home and spectacular setting designed by Johnson Lee with extensive woodland garden, aerated pond and gazebo, with incredible lush landscaping. Extraordinary attention to detail with upgrades including gourmet kitchen, thermopane windows and generator. Stunning private property enjoyed from every room with large screened-in porch, pond fed by spring water with dedicated well. Modernzied new gazebo and dock with beautifully subtle lighting is icing on the cake! Directions: Take Oenoke Ridge or Lost District to lower West Road bc of current detour on West Road.",4.1899833088000005,2195000.0
6683.0,6.0,7.0,1867.0,"Once part of the historic Ziegler Estate, this home epitomizes a tasteful, high-end restoration and expansion by award-winning architect Kevin Huelster. One of the original homes on Pear Tree Point when built in 1867, this now 6600 square feet, 6 bedroom, 6 bath home exudes timeless charm while seamlessly incorporating the amenities of today's lifestyle.  The house has multiple home office spaces, indoor and outdoor dining areas, and comfortable living spaces for any family.  Overlooking Long Island Sound and Goodwives River, its many windows invite panoramic views from nearly every room while retaining ultimate privacy.  Walk across the street to the beach, sit pool side with views of The Sound, or entertain indoor or outdoor.  This is a truly unique location and home!",1.009984416,4800000.0
2109.0,4.0,2.0,1948.0,"Lovely Historic home in Groton Bank District - well maintained with recent upgrades including: new roof, bathroom updates, brand new stove and fridge.  Recently landscaped, large backyard with vegetable beds, Rose of Sharon and blossoming pear tree, hydrangeas, azaleas and rhododendrons.  Lots of character with breakfast nook and enclosed three season porch and plenty of storage space on both floors.  2nd floor offers great potential for in-law suite with separate entrance. Great neighborhood with two parks and a library nearby.  Three minutes to EB and Pfizer; easy on/off access to I-95 for commutes.  Right near the water;  restaurants within walking distance.",0.16999510399999998,265000.0
2012.0,3.0,2.0,1950.0,"Charming colonial-style home in highly desirable Quaker Hill neighborhood!  A welcoming entrance foyer and double French doors leading into an open concept living/dining area.  Large tile and stainless kitchen with peninsula plus easy access to garage through breezeway/mudroom.  Main floor office/playroom has potential as fourth bedroom with sliding doors to large deck enhanced by a retractable awning and private fenced  double lot backyard.  Full bath on main floor.  Three bedrooms and another full bath with tub upstairs off central landing.  Oversized master with walk-in closet.  Finished basement area offers added space and options for office, family room, craft room, etc...  This home has been exceptionally maintained and loved by the current owners and will certainly go fast!",0.42998086399999996,294000.0
1100.0,2.0,2.0,1930.0,"Beautifully kept 2 bedroom 1 and half bath colonial in quaint neighborhood close to West Haven Beaches. The exposed beams in the living room create a warm and inviting space, large opening to the dining room with sliding door out to the deck is a great space for entertaining, the kitchen has stainless steel appliances and offers lots of cabinet storage space. Upstairs is the full bathroom and 2 bedrooms; master bedroom is generously sized and offers his and hers closets. The fenced in backyard offers privacy, the deck is a great space for relaxing or entertaining. The home is centrally located just a few blocks from the ocean, West Haven Yacht Club, boat launch, and is close to all shopping and restaurants that West Haven has to offer. Call to schedule your showing today.",0.089990656,220000.0
3681.0,4.0,4.0,1956.0,"Lovely 4 bedroom, 3.1 bath colonial sitting at the end of a delightful little lane on idyllic Stoner Drive. So many pleasant spaces to choose from! The 1st floor offers an eat-in kitchen w/ island and table area, family room w/ fireplace, formal dining room & living room, a sweet screened porch off the living room, and a home office/library with built in bookcases. 1st floor laundry and a centrally located storage closet perfect for organizing all the stuff of our daily lives. Upstairs are 4 good sized bedrooms including a master bedroom w/ full bathroom & walk-in closet, and a hall bath. Easily accessible attic space for more storage. The lower level provides plentiful space for hanging out, working out, or game tables along w/ a full bath. With great connections to the outdoors - you can step outside from the lower level to the lower patio and the gorgeous backyard or you can spill out from the family room to the upper patio surrounded by spectacular landscaping. New Buderus gas boiler and water heater (2019). Partial central air (covers kitchen, family room, master bedroom areas). Maintenance free vinyl sided exterior. Stoner Drive is a perfect launch spot for all things West Hartford - it is centrally located between West Hartford Center, Bishops Corner, the shops and restaurants near Stop and Shop, our beloved Reservoir for miles of walking or biking trails, and easy access to the highway and Westfarms Mall. This is a home you will treasure for many years to come!",0.5999989247999999,585000.0
2280.0,3.0,2.0,1929.0,"Warm and welcoming 3 bedroom colonial in the heart of Glenbrook!  Hardwood floors throughout. Wonderful family room with wood burning stove. 3rd Bedroom currently being used as a home office.   Beautiful deck and spacious rear yard.  Brand new water heater just installed.  Partially finished basement ideal for playroom or home office.  Walking distance to railroad, shopping, and restaurants.",0.1199951936,475000.0
2531.0,3.0,2.0,1983.0,"Impeccably maintained expanded cape-cod home in Hamden’s beautiful Mt. Carmel neighborhood. Conveniently located close to rt. 15, world-class hiking trails and Quinnipiac University. The lot is flat and offers an expansive backyard that could be great for outdoor games, summer BBQs or a pool. The house has clearly been well cared for inside and out. The Mudroom entrance is highly convenient and opens to the large eat-in kitchen. The large living room and formal dining room are perfect for entertaining and family together time. Upstairs features 3 good-sized bedrooms with lots of natural light and hardwood floors. The basement offers even more living space that could work great as a home-office, play-room or den.  This home also boasts newer warrantied appliances, newer windows, 2-car attached garage, central air conditioning and lots of other features. Please don’t wait to make your appointment and see for yourself!",0.4699945664,275000.0
1980.0,4.0,2.0,1972.0,"Be prepared to be amazed! If you like the feeling of being on vacation in your own home this is the one for you. Spend Spring and Summer days and evenings enjoying the expansive in-ground pool surrounded by stamped concrete and rock beds and the area is fully fenced in. A perfect area for familiy fun or entertaining. As the evening starts to chill the fire pit is the perfect place to gather. The screened in 3 season room is a great place to spend time outside when the weather is less than perfect. The open floor plan makes inside entertaining a pleasure.  The renovated kitcken is a cook's dream and is open to both the dining area room and family room. The kitchen features cherry cabinets, granite counters, an extensive breakfast bar, stainless steel appliances, a pantry and double sinks. The formal living room runs from front to back of the house and has a cozy fireplace. The remodeled half bath on the fist floor has a comfort level sink/cabinet and houses the washer/dryer hook up. The second floor has 4 good sized bedrooms all with hardwood floors and closet organizers. The master bedroom has a walk-in closet. CAIR on the second.  The unfinished basement provides for plenty of storage. Replacement windows throughout. Brand new driveway. 200 amp electrical service. Wired for a portable generator. New garage doors and openers. Don't miss out! Come see it now!",0.6299805056000001,334900.0
5396.0,5.0,5.0,1996.0,"Gorgeous updated home, freshly painted inside/out, set back privately off a cul de sac on picturesque & level 1.24 acres, just moments to town in top southern location near the NY border. Impressive Belgian blocked lined circular drive, stone walls & flowering gardens set the tone for this gracious country home w/light, bright & open floor plan, French doors, hdwd floors, plus cstm moldings/mill-work. Total apprx 5,400 w/5 BR, 4/1 BA, & expansive finished lower level (1,568 sf). Casually elegant & sophisticated with 2 story foyer wide open to the spacious adj. LR & DR. Open concept kitchen & FR, with the bright white EIK open to the breakfast rm & great rm featuring vltd ceilings, floor to ceiling fireplace & French doors to the sprawling bkyd. Convenient mud room w/2nd informal front entrance, laundry rm, garage access & steps up to a private ensuite BR w/full bath or ideal home office. The main level also features another full BR suite & bath, ideal as an in-law or au-pair suite, currently set up as a media room incl. projector & screen. The spacious 2nd floor features the elegant MBR suite w/full bath, double WIC & dressing area; 2 additional large bedrooms w/shared Jack & Jill bath; plus walk up attic for storage. Spread out in the lower level w/generous rec/play room, fitness room & den areas.  The amazingly level property features two stone patios & accommodates a hockey rink or future pool site. Top location, only 12 miles to the Katonah station, & 55 miles to Midtown.",1.2399885952,1249000.0
1144.0,2.0,1.0,1952.0,Well maintained ranch. Living room with HW floors and fireplace. Formal dining room with HW floors. Large kitchen with loads of cabinet space. Enclosed porch off of kitchen. Two bedrooms with HW floors. Nice side yard. Newer boiler. Brand new roof and brand new electric service. Estate sale so no CT disclosures.  Subject to probate.,0.16999510399999998,184900.0
1370.0,2.0,1.0,1915.0,"LOCATION! Situated on the Bloomfield/Windsor line, this home just needs your TLC to make it yours. Granite counter tops, newer full bath, hardwood floors, oversized living room, formal dining room,  mudroom and enclosed front porch. Set back among very well maintained newer construction homes - can't beat this location for the price!  Only minutes from 91, 291, shopping, entertainment, and great restaurants. Schedule your showing TODAY!",0.6099851328,159900.0
2626.0,4.0,3.0,1971.0,"""On Golden Hill""  Beautiful, turn-key, center hall colonial in the sought-after Nichols neighborhood...4 bedrooms and 2 1/2 baths with approx. 2700 sq.ft on a lovely acre of property.  This bright & sunny home offers well proportioned rooms throughout with great flow for family and friends.  First floor offers entry foyer, formal living room which opens to the dining room, family room with fireplace, extremely large renovated kitchen with eating area, breakfast island, granite & SS appl's, laundry room, powder room, attached 2 car garage with walk-up loft storage.  Second floor offers a master bedroom suite w/full bathroom & walk-in closet, 3 additional good size bedrooms, full renovated hall bathroom, an abundance of closets and a pull down attic with great storage.  The unfinished lower level offers great potential for finishing and adding additional square footage (gym, playroom, etc).  Enjoy entertaining on your oversized deck with screened in gazebo overlooking the manicured property with mature landscape.  Many updates including new central air, new hot water heater, refin. hardwood floors, foam insulation in attic, interior paint, new gazebo roof, new deck railings and painted deck, dehumidifier and foam insulation in lower level, etc.",1.0399889536,549900.0
2500.0,4.0,2.0,1978.0,"Multiple Offers received. Please submit Highest and Best by 5pm Tuesday 4/20.    Located in the desirable Huntington neighborhood this thoughtfully updated and lovingly cared for Raised Ranch is a MUST SEE.  The recently renovated kitchen features stainless steel appliances, generous cabinet space and granite counters. The open floor plan flows from the spacious living room through the dinning room into the kitchen. Three generous bedrooms, one with a walk-in closet and a full bath complete the main floor. The walk out lower level opens to a large family room complete with fireplace. An additional suite including a full bathroom, bedroom and sitting room/den could be expanded to a true in-law unit. Additional features include a level lot with both lawn and treed areas for additional privacy and a recently added massive 3 car garage with ample additional parking. Conveniently located with easy access to the Merritt Parkway and Route 8.",1.4399882368,475000.0
1284.0,2.0,1.0,1957.0,Don't miss your opportunity to own this adorable corner lot ranch! Enjoy evenings this summer out on the screened in porch. Large family room is open to the dinning room. There are even hardwood floors UNDERNEATH the carpet that are just waiting for someone to bring back to life! Basement is partially finished with tons of room for storage! House is being sold as-is. Home inspection is for informational purposes only. House won't last- schedule your showing today!,0.16999510399999998,199900.0
1164.0,3.0,1.0,1943.0,"Lovely, meticulously cared for Cape in excellent condition.  Large living room with fireplace and hardwood under carpet; Kitchen with peninsula and stools is open to the dining room with lovely hardwood floors; First floor bedroom has a very large closet and hardwood floors; Bath is nicely updated, 2 bedrooms upstairs, one is large enough for a king bed - hardwood under carpet in both rooms. Lower level has a 210 sq. ft. rec room with new carpet. The yard is level and features a patio for outside entertaining.  Entire home features handsome six panel wood doors and matching trim. Updates include: Central Air and Furnace 2017; Hot water heater 2013; New chimney flue liner 2016; Chimney re-pointed 2016; High end thermal tilt windows are wood inside and vinyl outside. 2013 (There is a tool for tilting them);  Roof has 30 year shingles, installed in 2001 - also has heated edge coils.;  Garage is oversized for storage in rear.  No more showings after 5 PM Monday.",0.16999510399999998,204900.0
1900.0,3.0,3.0,1999.0,"Located on a cul-de-sac where you only hear birds chirping and the sound of the wind chimes on a breezy day, you will find this 3 Bedroom/2.5 Bathroom Colonial surrounded by nature and other lovely homes. Walk through the front door and the stairwell going upstairs is in front of you and the living room & family room are to the right & left. Straight ahead you will walk into the spacious kitchen with the slider to the deck which overlooks the level back yard and is perfect for a summertime BBQ!. The half bathroom is located downstairs which serves as a great location when entertaining since it is next to the kitchen and slider to the deck. Three generous size bedrooms are located on the second floor. This includes the Master suite which offers a full bathroom and a walk-in closet. Another full bathroom completes the second floor. The 2 car garage is ideal and there is access to the kitchen from the garage. The solar panels practically eliminate the electric bill with the ability to add more panels for more savings. Plenty of room in the basement to do woodworking or possibly add more living space.",1.3899883264,324900.0
1040.0,3.0,2.0,1960.0,"NEW!! NEW-NEW-NEW-New to the market. NEW ROOF, NEW SIDING, NEW DRIVEWAY, NEW WINDOWS, NEW FLOORING, NEW APPLLIANCES including washer & dryer all-- INCLUDED!!. Major remodel. Kitchen, windows, roof, siding, garage door, retaining walls all installed, within the last two year. Attached garage, vinyl rails, insulated doors and windows. Lots of storage, even a LAUNDRY SHOOT! Flat back yard for picnics, off street parking.  Schedule your private showing today.",0.4899899392,242500.0
1516.0,2.0,2.0,1957.0,"Move right into this well maintained 2-3 bedroom, 2 bath ranch with Central Air. Hardwood floors run throughout this lovely home. The living room/dining room combo has a gas insert fireplace and flows right into the updated kitchen with stainless appliances, granite counters, and beautiful cabinetry. The den could easily be used as a 3rd bedroom or office. Both bathrooms have been updated and re-tiled. The lower level offers additional finished space for a family room, craft room or office. Don’t miss the fabulous workshop space! A large storage area is attached to the 1-car garage and provides plenty of space for lawn equipment and other tools.",0.179981312,239000.0
5251.0,5.0,5.0,1940.0,"Perched atop a private lane in Old Hill, this contemporary farmhouse has spectacular treehouse views of its surrounding landscape. A remarkable open plan feels unexpectedly intimate and yields to the verdant outdoors - magically showcased in every season. Floor to ceiling windows welcome the light, amplifying the craftsmanship and custom finishes of the home. A sky-lit cathedral foyer gives way to the jaw-dropping great room. With exposed beams, fireplace, and bleached oak hardwood floors, it combines living and dining as the true heart of the home. French doors access the outdoor spaces, inspired by holidays in Provence and the French Riviera, which feature a mahogany porch across the front facade, and an expansive Travertine limestone patio w/grill and rotisserie spit. Streamlined chef’s kitchen w/center island boasts quartz countertops, stainless steel Miele appliances, a wood burning pizza oven and built-in espresso station. Tucked away behind the kitchen, the office/den has the home’s original wide board white pine flooring. A 2009 addition, the dramatic family room works equally well as 2nd home office/gym and truly feels as if you are floating or riding your Peloton into the clouds! Above the FR there are 2 BRs which share a Jack and Jill bath. The primary ensuite BR is upstairs w/soaking tub, double shower, hardwood floor and a balcony overlooking the property. 2 additional ensuite BRs are on the main floor.",1.0499981184,1950000.0
1094.0,3.0,2.0,1982.0,"Come enjoy the beautiful & peaceful views of Lake Plymouth! Renovated contemporary cape, move in condition.   Open floor plan with vaulted ceiling & propane fireplace.  Two bedrooms, two full baths on first floor plus a loft! Low utility bills supplemented by solar energy.  Ask for details!   Lake rights to beach, fishing and non-motorized boating. Land abuts state forest and hiking trails. Great getaway vacation spot or year round home. Call today!",0.10998602880000001,184900.0
1492.0,3.0,2.0,1957.0,Sweet ranch style home in a quiet neighborhood setting. This fantastic freshly painted 3 bedroom 1.5 bath home offers single level living at its best! A huge family room welcomes you with new wood flooring and a charming wood burning fireplace. The spacious kitchen and dining area is open to the formal living room boasting second wood burning fireplace! Follow the sliders from the dining area to a lovely sunroom with impressive cathedral ceilings and plenty of windows giving you the perfect place to relax the day away!! Down the hall you will find 3 bedrooms and a full bath. This home is nestled on beautiful .46 acre level lot with plenty of room for all your outdoor activities! Additional features include ecofriendly solar panels and 2 car attached garage making this the perfect place to call home!!!,0.45998540159999995,269900.0
1512.0,4.0,2.0,1987.0,"Privacy abounds with this lovely Cape on over 5 acres! There is hardwood flooring throughout. The home has been freshly painted.  4 good sized Bedrooms, 2 on the main level, 2 upstairs. 2 full bathrooms, one upstairs and one on the main level. Large open kitchen with stainless steel appliances, new mini split units for heating and Air conditioning. New water filtration system.  Nice private location yet close to area amenities.  This one is a must see!",5.339981248,279900.0
3775.0,4.0,4.0,1999.0,"Nothing to do but Pack your bags and move right into this Amazing 4 BR / 3.5 bath home!!   **SHOWINGS WILL NOT START UNTIL SAT AT 9am**  Pride in ownership is reflected throughout this beautiful home! The home offers over 3K SF of living space with an additional 700 SF in the finished lower level. As you walk up the beautiful stone front walkway surrounded lovely landscaping you will feel as though you are on vacation. As you enter through the front door into the foyer you will find a spacious dining room to your right, as you continue towards the back of the home you will find a wonderful chefs kitchen with center island, granite counter tops, stainless steel appliances, and a very large pantry. The kitchen opens to the large LR offering a open concept living space! As you head up to the second floor you will find a Resort like master suite which includes a double sided gas fireplace which you can enjoy from your bed or bath, and customized walk in closet! As you enter the master bath you feel as though you walked into a spa! The oversized walk in shower and tub are covered in cappuccino onyx stone! The home has a second master bedroom with an en suite bath as well. 2 more nice sized bedrooms and 1 more full bath round off the second level.",1.83998752,599999.0
2484.0,4.0,3.0,1982.0,"Warm and inviting colonial in a very desirable south Cheshire neighborhood. This spacious home offers remodeled eat-in kitchen with granite, hardwood flooring, updated stainless appliances, and a pantry with custom shelving.  The front to back family room has hardwood flooring, a wood burning fireplace and recessed lighting.  The dual functioning mud room/laundry room leads a beautiful screen porch and outstanding oversized deck overlooking a large 20 x 40 in-ground pool.  Enjoy summers entertaining on the bluestone patio and using the cabana which has a dressing room, bar, and pump house. Upstairs you will find 4 spacious bedrooms with large windows, including a master bedroom with 2 walk-in closets, a master bath with 2 sinks, and a remodeled main bath also with double sinks.  The finished basement offers additional heated rec room space for your enjoyment.  This wonderful home offers central a/c, central vacuum, newer replacement windows, and flat ceilings. The timing could not be better to own this fabulous well maintained neighborhood home.",0.8099847743999999,479900.0
1920.0,3.0,3.0,1970.0,"This amazing and contemporary ""upside-down"" raised ranch will certainly impress you! In Jan. 2020, the kitchen was transformed into a beautiful space to cook, bake, entertain, and gather. The upgraded white cabinets, quartz countertops and stainless steel appliances are gorgeous. There is a large family room with a pellet stove insert that heats the whole house. Upstairs you'll find 3 Bedrooms. The master bedroom is ex large and features double closets and its own full Bath. Both the hall Bath and half Bath have been renovated. All newer flooring downstairs. The roof is 5 years into a 50 year warranty. The Backyard is level and fenced, and has a composite patio. Welcome to Pheasant Run!",0.6099851328,289900.0
1252.0,4.0,2.0,1946.0,"Available for immediate delivery!.......Come see this 4 bedroom home expanded cape with 2 full baths in the heart of Momauguin close to the water and beaches. The first floor features a large eat in kitchen with gas range, dishwasher, refrigerator and microwave oven. Then go relax in the large living room. For people that don't want to climb stairs there is a 1st floor bedroom and full bathroom. The second floor features 3 full bedroom's and another full bathroom not often seen in capes like these. There is a full basement for future expansion possibilities and all this sits on a beautiful level lot with plenty of backyard space to enjoy all your outdoor activities. This home is heated by a warm air gas furnace. Updates include newer roof and windows as well as other updates done in the home. This 4 bedroom 2 bath beauty won't last long so the seller is asking for all offer to be submitted by this Monday April 19th by 12 noon. Hurry because this won't last!",0.49999910399999997,245000.0
3300.0,4.0,3.0,2002.0,"This lovely 4 bedroom, 2.5 bath colonial, built in 2002, with its high ceilings and open floor plan is beautifully finished on three floors and is located on a quiet cul de sac walking distance to sandy, sunny and dog friendly Lake Mohegan - a man made fresh water lake that is open to swimmers and also features a sprinkler park, playground and over 170 acres over open space. Sited on a level, .3 acre, parcel with a fenced rear yard and large deck and patio, 69 Trail Street offers spacious living spaces and a wonderful floor plan that is perfect for entertaining - both inside and outside. The first floor offers large living and dining rooms, and a gourmet kitchen with stainless appliances and center island that opens to a large family room featuring a beautiful wood burning fireplace with white porcelain surround. Upstairs, enjoy four large bedrooms - each with hardwood flooring and large closets - and a second floor laundry area. The private master bedrm suite is oversized with two closets & a spa bathroom with a stall shower, soaking tub & double sinks with granite countertops. Three spacious bedrooms share a full bathrm with double sinks. The lower level is beautifully finished & features recessed lighting, wall to wall carpeting, and windows. Also in the lower level is an art room with tile floor that could also become a home gym or wine cellar, and storage/utility room. It's no wonder that one family has decided to stay in this home for almost 20 years! Move right in!",0.29999946239999997,899000.0
3066.0,5.0,5.0,1822.0,"Wanna getaway? Circa 1822, Gurley Tavern was built as a stagecoach inn. 5 bedrooms & 5 baths, the prior owner operated as a Bed & Breakfast, located just 14 minutes east of UCONN. The front left parlor served as the town post office from 1950 to 1965. The .8 mile of Chaplin Historic homes is listed with the National Registry of Historic Places per the U.S. Dept. of the Interior National Parks Service. The rear has a consulting office, waiting room & barn. After some years of decline, present and prior owners spent hundreds of thousands in restoration work to bring back this treasured property. Period detail, craftsmanship & ornamentation. Population 2,256, Chaplin boasts thousands of acres of state forest while being located 8 minutes from N. Windham retailers; WalMart Supercenter, Home Depot & chain restaurants, etc. Google says 37 minutes to Mohegan Sun, 40 minutes to Hartford, 52 minutes to Mystic, & 61 to Providence.",0.8999983872,319900.0
1256.0,3.0,2.0,1955.0,"Unpack and enjoy this sprawling 3 bedroom, 1.5 bath, ranch style home with updates galore! Impressive floor plan offers vast amounts of space throughout unlike most ranch style layouts. Enjoy a large eat-in kitchen with an abundance of cabinetry and counter space, living room with fireplace and picture window overlooking the private rear yard. Updated baths, hardwood floors in all 3 bedrooms, ceiling fans throughout. Looking for more? How about the 11x21 enclosed 3 season porch with sliders (not included in total sq. ft.) attached to the 1 car garage with auto door opener. Full unfinished basement with hatchway and high ceilings is ready to finish for additional space. Updates include newer windows, roof, siding, gutters, electrical, gas furnace, gas hot water heater, garage door, kloter farms shed, plus a full home energy audit with new insulation inside and out makes this home complete. Truly a wonderful place to call home....Some photo's virtually staged to envision spaces furnished.",0.29999946239999997,257500.0
1479.0,3.0,1.0,1927.0,"Located in the Behind the Rocks neighborhood of Hartford, this great 3 bedroom 1 full bathroom Colonial is perfection! Situated on a mature tree lined street your blocks away from all the wonderful amenities Hartford has to offer!  With a spacious eat-in kitchen that opens nicely to the formal dining room, it makes entertainment a breeze!  Enjoy the fireplace in the living room on those chilly New England nights.  This house has a wonderful mix of old world charm and modern day updates!  A quick drive lands you on New Britain Ave with it's world famous shopping and restaurants. Blocks away from Pope Park, Rocky Ridge Park, and Trinity College.  Don't let this one pass you by!",0.1599859392,159900.0
4358.0,4.0,4.0,2008.0,"Stunning waterfront property tucked away on a peninsula with over 4,000 square feet of living space, including 4 bedrooms and 4 baths, set on 1.3 acres with 325’ lake frontage on a 43-acre lake adjacent to 300-acre state park. Feel at one with nature as you observe the changing colors throughout the seasons. A wonderful spot to swim, kayak, or paddleboard. Enjoy non-motorized boating in the summer months and ice skating in the winter, while watching amazing birds. No expense was spared in designing this home. Luxurious finishes are enhanced with custom wood cabinetry, rails, bookcases, doors, hardware, hand painted tile, art glass, granite, copper & slate. An open main floor design and plethora of glass maximizes the spectacular water views, while the entertaining spaces flow seamlessly together to gather or retreat. Other features include: 3 fireplaces, luxury appliances, built-in closets, multi zoned heating and cooling systems, automatic generator, security & irrigation systems, hydraulic gated entrance, surround fenced yard, mahogany deck with solid iron rails, wire ready sound system, 3-car garage, ample basement space that leads to a slate patio with stone terraces set among numerous specimen plants and trees. Minutes to schools, restaurants, shopping, and concerts in the park. Located in a private beach community with year-round activities. It is truly a magical spot for those seeking detail, quality and location in the beautiful, charming town of Ridgefield.",1.3099838784,1499999.0
3042.0,3.0,3.0,1825.0,"Perfect home and location for the artist and aesthete! Affectionately referred to as ""Frog Hollow"", this  c. 1825 home is also referred to as the Enoch Gilbert house, and is an absolute treasure both inside and out. Located on a designated scenic road and bordering the celebrated 60 acre Weir Farm, this historic property is just 5 minutes to shopping and train, and 15 minutes to I-84, I-95 and the Merritt. This well preserved home is sited  beautifully on an exceptionally picturesque and bucolic property that includes stone walls, patios, a private pond and pergola, as well as a front courtyard that leads to the two car detached garage with loft. Unique and quaint floor plan allows everyone their own privacy, and actually has two main levels. The front to back living room has one of three fireplaces in the home, and the kitchen  includes top of the line stainless steel appliances and opens up to the family room which has windowed walls offering fantastic views of your own private oasis. And don't forget the dining room with fabulous brick flooring, a fireplace, and access to the patio outside. The master suite also offers those private and  exceptional private views. Perfect weekend getaway for those who wish to escape the city, and yet be close to everything. ALSO to note: New well pump Dec. 2020; New septic tank Dec. 2020",2.1399869824,900000.0
1992.0,4.0,2.0,1980.0,"MOVE IN Ready Ranch with finished walk out basement .  New hardwood floor, New Appliances ,newer roof , update kitchen and baths, 2 newer central air and hot water heater.HAS IN-LAW APARTMENT AND WALK TO THE LAKE.",1.0699934912,299900.0
